id,year,imdb_id,title,rating
10637,1989,0098325,Sidewalk Stories,2
10709,1989,0098067,Parenthood,3
10841,1989,0098273,Sea of Love,0
10876,1989,0097027,Casualties of War,0
118,1990,0100802,Total Recall,1
151,1990,0099088,Back to the Future Part III,1
209,1990,0100944,The Witches,3
432,1990,0099785,Home Alone,3
443,1990,0100140,Mermaids,3
454,1990,0099864,It,1
459,1990,0100157,Misery,1
533,1990,0100395,Postcards from the Edge,3
796,1990,0100024,Life Is Sweet,3
869,1990,0100263,Nikita,3
926,1990,0099731,The Handmaid&#39;s Tale,3
1173,1990,0100151,Mindwalk,3
1130,1990,0099653,Ghost,3
1441,1990,0100332,Paris is Burning,3
1663,1990,0100814,Tremors,3
1728,1990,0100990,"I, the Worst of All",3
1935,1990,0100928,White Hunter Black Heart,1
2156,1990,0100405,Pretty Woman,3
2211,1990,0099685,Goodfellas,3
2242,1990,0099365,Darkman,0
2379,1990,0196378,Bimbos B.C.,3
2296,1990,0099040,An Angel at My Table,3
2313,1990,0099165,The Bonfire of the Vanities,2
2442,1990,0099487,Edward Scissorhands,3
2577,1990,0100935,Wild at Heart,2
2820,1990,0099892,Joe Versus the Volcano,2
2942,1990,0099582,Flatliners,3
2963,1990,0099423,Die Hard 2,3
3000,1990,0099810,The Hunt for Red October,1
3247,1990,0099733,Happily Ever After,3
3524,1990,0100530,The Russia House,0
3561,1990,0100234,Close-Up,1
3566,1990,0098147,Qin yong,3
3662,1990,0099817,Dark Angel (I Come in Peace),0
3721,1990,0359610,A Little Night Music,3
4034,1990,0100046,The Long Walk Home,3
4080,1990,0099818,I Hired a Contract Killer,0
4174,1990,0102993,Strangers in Good Company,3
4574,1990,0099819,I love you to death,3
4706,1990,0099253,Child's Play 2,3
4719,1990,0105643,Troll 2,3
4750,1990,0100150,Miller's Crossing,0
4807,1990,0099005,Air America,0
5182,1990,0100403,Predator 2,2
5237,1990,0100502,RoboCop 2,1
5284,1990,0100758,Teenage Mutant Ninja Turtles,2
5301,1990,0097106,A Tale of Springtime,3
5333,1990,0098532,The Match Factory Girl,3
5347,1990,0099776,Europa Europa,2
5399,1990,0098897,Portrait of a Marriage,3
5556,1990,0100054,Lord of the Flies,0
5581,1990,0100691,Stella,2
5614,1990,0100911,"Welcome Home, Roxy Carmichael",3
5688,1990,0099871,Jacob's Ladder,1
5776,1990,0100924,Where the Heart Is,3
5777,1990,0100404,Presumed Innocent,1
5908,1990,0142233,Dragon Ball Z: The Movie - The Tree of Might,1
6081,1990,0099012,Alice,3
6289,1990,0099321,Criminal Justice,3
6542,1990,0099938,Kindergarten Cop,3
6562,1990,0099329,Cry-Baby,3
6656,1990,0100557,The Nasty Girl (Das schreckliche M&auml;dchen),3
7426,1990,0142245,Dragon Ball Z: Bardock - The Father of Goku,0
7626,1990,0099348,Dances with Wolves,1
7659,1990,0100519,Rosencrantz &amp; Guildenstern Are Dead,1
8021,1990,0099768,Hidden Agenda,3
8043,1990,0099277,Class of 1999,2
8051,1990,0100477,The Rescuers Down Under,1
8061,1990,0099674,The Godfather: Part III,3
8097,1990,0100142,Metropolitan,3
8584,1990,0100469,The Reflecting Skin,1
8929,1990,0103768,Barbarian Queen II: The Empress Strikes Back,3
9481,1990,0100594,The Sheltering Sky,0
9529,1990,0099426,Bullet in the Head,1
9530,1990,0100232,Navy Seals,0
9532,1990,0099399,Delta Force 2: The Colombian Connection,1
9537,1990,0100222,Naked Tango,1
9546,1990,0100266,"No Retreat, No Surrender 3: Blood Brothers",0
9563,1990,0100029,Lionheart,1
9726,1990,0100507,Rocky V,0
9813,1990,0099772,Hiroshima: Out of the Ashes,3
9923,1990,0099700,Gremlins 2: The New Batch,2
10013,1990,0100260,Nightbreed,3
10356,1990,0100449,Quick Change,0
10394,1990,0101258,Days of Being Wild,2
10415,1990,0099160,Blue Steel,2
10453,1990,0101399,Bad Girls from Mars,3
10884,1990,0099371,Days of Thunder,2
32,1991,0102926,The Silence of the Lambs,3
183,1991,0101414,Beauty and the Beast,3
266,1991,0103074,Thelma &amp; Louise,3
308,1991,0102587,Omohide poro poro,3
467,1991,0102609,Other People's Money,3
512,1991,0102685,Point Break,0
710,1991,0103030,Tacones Lejanos,3
767,1991,0101921,Fried Green Tomatoes,3
847,1991,0103064,Terminator 2: Judgement Day,3
879,1991,0102898,Shakes the Clown,3
913,1991,0102103,Impromptu,3
1033,1991,0102057,Hook,2
1346,1991,0101898,Flirting,2
1297,1991,0101640,Raise the Red Lantern,3
1125,1991,0103247,White Fang,1
1429,1991,0101597,Closet Land,0
1089,1991,0101745,Doc Hollywood,1
1579,1991,0102798,Robin Hood: Prince of Thieves,3
1405,1991,0101889,The Fisher King,3
1697,1991,0103112,Toy Soldiers,0
1825,1991,0102510,The Naked Gun 2 1/2: The Smell of Fear,1
1846,1991,0102943,Slacker,3
2180,1991,0101765,The Double Life of Veronique,3
2216,1991,0102829,Salmonberries,3
2315,1991,0101410,Barton Fink,1
2326,1991,0101465,Black Robe,1
2408,1991,0102436,'Merci la vie&#39;,3
2455,1991,0104057,Daughters of the Dust,3
2491,1991,0101329,An American Tail: Fievel Goes West,3
2637,1991,0101757,Don't Tell Mom the Babysitter&#39;s Dead,3
2740,1991,0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3
2785,1991,0101701,Delirious,1
2846,1991,0102536,Night on Earth,3
2857,1991,0104922,Motorama,1
2913,1991,0101627,Critters 3,3
3036,1991,0102817,Rubin and Ed,0
3058,1991,0102573,The Object of Beauty,3
3251,1991,0101452,Bill &amp; Ted's Bogus Journey,1
3292,1991,0103241,What About Bob?,2
3544,1991,0102070,Hudson Hawk,3
3563,1991,0102059,Hot Shots!,1
3592,1991,0102975,Star Trek VI: The Undiscovered Country,2
3595,1991,0101272,The Addams Family,3
3987,1991,0102803,The Rocketeer,1
4241,1991,0099851,Into The Woods,3
4290,1991,0102266,The Last Boy Scout,3
4358,1991,0104981,Neon City,3
4577,1991,0102303,Life Stinks,0
4631,1991,0101698,Defending Your Life,3
4666,1991,0102250,L.A. Story,3
4736,1991,0101829,Europa,0
4973,1991,0107875,The Princess and the Goblin,3
5133,1991,0100009,Lethal Games,3
5260,1991,0102370,Madonna: Truth or Dare,3
5265,1991,0102492,My Girl,3
5332,1991,0101318,The Lovers on the Bridge,1
5638,1991,0101507,Boyz n the Hood,2
5639,1991,0102313,The Linguini Incident,3
5814,1991,0101891,The Five Heartbeats,1
5833,1991,0099422,Dick Tracy,1
6028,1991,0101917,Freddy's Dead: The Final Nightmare,2
6089,1991,1125254,Dragon Ball Z: Cooler's Revenge,0
6335,1991,0102522,Nekromantik 2,1
6371,1991,0102951,Soapdish,3
7146,1991,0102797,Robin Hood,1
7163,1991,0105121,The People Under the Stairs,3
7172,1991,0101991,Hachi-gatsu no rapusodi,3
7235,1991,0098063,Paprika,3
7200,1991,0102138,JFK,3
7365,1991,0101587,City Slickers,3
7609,1991,0100491,Riff-Raff,0
7632,1991,0101912,Frankie and Johnny,1
7650,1991,0102494,My Own Private Idaho,1
7655,1991,0102603,Oscar,2
7938,1991,0101540,Cape Fear,3
8062,1991,0102426,Mediterraneo,2
9094,1991,0101458,Until the End of the World,3
9322,1991,0130236,Samurai Cop,1
9378,1991,0102034,Highlander II,1
9517,1991,0099388,Deathstalker IV: Match of Titans,1
9533,1991,0101702,Delta Force 3: The Killing Game,0
9548,1991,0102202,Kickboxer 2: The Road Back,0
9564,1991,0101764,Double Impact,1
9810,1991,0102397,"Manta, Manta",3
9847,1991,0103956,Child's Play 3,2
10117,1991,0102915,Showdown in Little Tokyo,3
10265,1991,0101605,The Commitments,3
10474,1991,0101844,Eyes of an Angel,0
10658,1991,0101775,Drop Dead Fred,3
10733,1991,0102526,New Jack City,0
10871,1991,0101393,Backdraft,1
10889,1991,0101902,For the Boys,3
18,1992,0105236,Reservoir Dogs,0
98,1992,0103639,Aladdin,0
296,1992,0103644,Alien 3,0
433,1992,0104431,Home Alone 2: Lost in New York,3
450,1992,0104348,Glengarry Glen Ross,0
451,1992,0104257,A Few Good Men,1
560,1992,0104694,A League of Their Own,3
748,1992,0103893,Buffy the Vampire Slayer,3
818,1992,0103850,Bob Roberts,1
1025,1992,0103776,Batman Returns,0
1345,1992,0104321,Gas Food Lodging,3
1352,1992,0105417,Sister Act,3
1276,1992,0106308,Army of Darkness,2
1101,1992,0104940,The Muppet Christmas Carol,3
1126,1992,0104868,The Mighty Ducks,1
1157,1992,0104254,FernGully: The Last Rainforest,3
1836,1992,0105629,Toys,3
1867,1992,0105851,Full Contact,1
1869,1992,0104070,Death Becomes Her,3
1877,1992,0107756,Orlando,2
1886,1992,0104815,El Mariachi,0
1895,1992,0104952,My Cousin Vinny,1
2128,1992,0101811,Enchanted April,3
2349,1992,0105107,Passion Fish,3
2415,1992,0104454,Howards End,3
2432,1992,0105665,Twin Peaks: Fire Walk With Me,3
2457,1992,0105316,Sarafina!,3
2466,1992,0104697,Leaving Normal,3
2504,1992,0105414,Single White Female,3
2506,1992,0105577,This is My Life,3
2628,1992,0104990,Newsies,1
2709,1992,0105481,Straight Talk,3
3141,1992,0104036,The Crying Game,2
3414,1992,0104652,Porco Rosso (Kurenai no Buta),1
3556,1992,0100963,King of Beggars,2
3636,1992,0105151,The Player,3
3787,1992,0105323,Scent of a Woman,1
3937,1992,0103767,Baraka,0
4141,1992,0103873,Dead Alive,3
4391,1992,0104797,Malcolm X,3
4731,1992,0105793,Wayne's World,1
4779,1992,0105477,Stop! Or My Mom Will Shoot,2
4782,1992,0103939,Chaplin,1
4839,1992,0104040,The Cutting Edge,3
4837,1992,0104670,Ladybugs,3
4838,1992,0103994,Como agua para chocolate,3
4903,1992,0104466,Husbands and Wives,3
4940,1992,0103772,Basic Instinct,1
4947,1992,0103874,Dracula,3
4952,1992,0104237,Damage,3
4999,1992,0104412,Hero,1
5005,1992,0103919,Candyman,3
5241,1992,0104692,The Lawnmower Man,1
5318,1992,0103859,Boomerang,3
5425,1992,0105682,Un Coeur en Hiver,3
5533,1992,0103812,The Bikini Carwash Company,3
5593,1992,1517470,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,0
5654,1992,0105435,Sneakers,1
6090,1992,0142237,Dragon Ball Z: The Return of Cooler,0
6123,1992,0105265,A River Runs Through It,2
6317,1992,0105415,Singles,2
6397,1992,0104409,Hellraiser III: Hell on Earth,3
6702,1992,0105130,Peter's Friends,3
6862,1992,0105859,Dragon Inn,3
7006,1992,0105695,Unforgiven,3
7601,1992,0104298,Freddie as F.R.O.7.,1
7031,1992,0104691,The Last of the Mohicans,2
7179,1992,0105459,Split Second,0
7191,1992,0105616,Tom and Jerry: The Movie,3
7245,1992,0104684,Hard Boiled,0
7640,1992,0104452,HouseSitter,1
8287,1992,0104779,Bitter Moon,3
8393,1992,0101628,Critters 4,1
8583,1992,0104695,Leap of Faith,2
8622,1992,0104187,Encino Man,1
8991,1992,0103855,The Bodyguard,2
9000,1992,0104575,Just another girl on the I.R.T,1
9922,1992,0104389,The Hand That Rocks the Cradle,3
9107,1992,0104105,Dien Bien Phu,0
9221,1992,0101316,The Lover / L&#39;amant,1
9242,1992,0105466,Stay Tuned,2
9331,1992,0105488,Strictly Ballroom,1
9785,1992,0105104,Passenger 57,1
9812,1992,0105328,Schtonk,3
10862,1992,0104231,Far and Away,3
10872,1992,0103786,Beethoven,3
109,1993,0107290,Jurassic Park,3
114,1993,0107048,Groundhog Day,2
117,1993,0106697,Demolition Man,0
436,1993,0107614,Mrs. Doubtfire,3
543,1993,0107843,Point of No Return/The Assassin,3
556,1993,0108160,Sleepless in Seattle,2
558,1993,0108432,Umi ga kikoeru,3
587,1993,0107120,Hocus Pocus,3
727,1993,0108265,Swing Kids,1
810,1993,0107507,Manhattan Murder Mystery,3
852,1993,0108000,Ruby in Paradise,3
861,1993,0106677,Dazed and Confused,3
899,1993,0108037,The Sandlot,0
950,1993,0106341,Bad Boy Bubby,1
984,1993,0108394,Three Colors: Blue,3
1067,1993,0107977,Robin Hood: Men in Tights,3
1602,1993,0106611,Cool Runnings,1
1517,1993,0106471,Boxing Helena,1
1195,1993,0107156,The Wedding Banquet,3
1088,1993,0107131,Homeward Bound: The Incredible Journey,1
1133,1993,0106673,Dave,3
1434,1993,0108071,The Secret Garden,3
1436,1993,0106220,Addams Family Values,3
1353,1993,0108147,Sister Act 2: Back in the Habit,3
1097,1993,0108442,Undercover Blues,1
1497,1993,0108052,Schindler's List,3
1637,1993,0104246,Fei hu wai zhuan,2
1666,1993,0106689,Death Train,3
1790,1993,0106834,Even Cowgirls Get The Blues,3
1856,1993,0106873,Fatal Instinct,3
1940,1993,0112389,The Princess and the Cobbler,0
2182,1993,0108388,The Trial,1
2230,1993,0107822,The Piano,3
2492,1993,0107745,Once Upon a Forest,3
2543,1993,0107688,The Nightmare Before Christmas,1
2847,1993,0108188,Sonatine,0
2892,1993,0107426,Little Buddha,1
2916,1993,0106977,The Fugitive,2
3088,1993,0107282,The Joy Luck Club,3
3097,1993,0106226,The Age of Innocence,3
3123,1993,0107091,Heart and Souls,2
3176,1993,0311648,Pieces of April,3
3180,1993,0108358,Tombstone,3
3330,1993,0106417,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3
3336,1993,0108065,Searching for Bobby Fischer,0
3369,1993,0106582,Cliffhanger,1
3396,1993,0108451,Untamed Heart,3
3405,1993,0105619,The Heroic Trio,3
3550,1993,0107653,Naked,3
3692,1993,0108624,The Evil Cult,3
3704,1993,0106400,The Beverly Hillbillies,3
3715,1993,0107065,Gypsy,3
3761,1993,0107943,The Remains of the Day,1
3921,1993,0115819,Cannibal! The Musical,0
4337,1993,0107214,Indien,0
4422,1993,0108255,Super Mario Bros.,3
4555,1993,0108310,Telling Secrets,3
4636,1993,0106598,Coneheads,3
4877,1993,0106364,Batman: Mask of the Phantasm,0
4917,1993,0107007,Gettysburg,0
5065,1993,0107212,Indian Summer,3
5083,1993,0106770,Dragon: The Bruce Lee Story,3
5238,1993,0107978,RoboCop 3,3
5243,1993,0106453,Body of Evidence,3
5285,1993,0107099,Heidi,3
5316,1993,0108122,Short Cuts,3
5521,1993,0106452,Body Snatchers,3
5580,1993,0107969,Rising Sun,1
6474,1993,0106918,The Firm,3
5665,1993,0106469,"Blood In, Blood Out",0
5725,1993,0106408,Bhaji on the Beach,3
5919,1993,0107818,Philadelphia,2
6076,1993,0108162,Sliver,3
6173,1993,0107144,Hot Shots! Part Deux,3
6215,1993,0106332,Farewell My Concubine,0
6349,1993,0108399,True Romance,1
6492,1993,0108550,What's Eating Gilbert Grape,3
6844,1993,0107529,Matinee,1
7055,1993,0106303,Arctic Blue,1
7209,1993,0142247,Dragon Ball Z: The History of Trunks,1
7272,1993,0106449,Body Bags,1
7277,1993,0107798,The Pelican Brief,3
7418,1993,0107492,The Making of &#39;...And God Spoke&#39;,1
7514,1993,0107207,In the Name of the Father,2
7526,1993,0108551,What's Love Got to Do with It,3
7611,1993,0107808,A perfect world,1
7619,1993,0106387,Benny &amp; Joon,1
7642,1993,0107211,Indecent Proposal,0
7667,1993,0107206,In the Line of Fire,1
7699,1993,0107315,Kika,3
7840,1993,0107151,La casa de los esp&iacute;ritus,3
8148,1993,0107840,Poetic Justice,3
8552,1993,0107501,The Man Without a Face,1
8568,1993,0107566,Mi vida loca,3
8652,1993,0107096,Heaven &amp; Earth,2
8759,1993,0108149,Six Degrees of Separation,3
9033,1993,0107616,Much Ado About Nothing,1
9155,1993,0106880,Fear of a Black hat,1
9398,1993,0166222,"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",3
9466,1993,0107362,Last Action Hero,1
9565,1993,0107076,Hard Target,1
9735,1993,0314713,Space Zombie Bingo!!!,0
10136,1993,0107387,Leprechaun,1
10205,1993,0107057,Guilty as sin,2
10763,1993,0106965,Free Willy,1
10565,1993,0108174,So I Married an Axe Murderer,3
10696,1993,0107050,Grumpy Old Men,1
10944,1993,0108308,Teenage Mutant Ninja Turtles III,2
10967,1993,0106989,"Gatica, el mono",1
91,1994,0110912,Pulp Fiction,3
100,1994,0110357,The Lion King,1
120,1994,0110148,Interview with the Vampire,1
261,1994,0110008,Heisei tanuki gassen pompoko,1
339,1994,0111161,The Shawshank Redemption,0
440,1994,0111257,Speed,3
441,1994,0109040,Ace Ventura: Pet Detective,2
488,1994,0109445,Clerks.,1
537,1994,0108941,The Stand,3
567,1994,0110005,Heavenly Creatures,3
571,1994,0109676,Drop Zone,2
574,1994,0111438,Timecop,1
776,1994,0109830,Forrest Gump,1
860,1994,0110950,Reality Bites,3
890,1994,0109686,Dumb &amp; Dumber,2
959,1994,0111282,Stargate,1
960,1994,0110367,Little Women,3
1051,1994,0111070,The Santa Clause,1
1066,1994,0107952,The Return of Jafar,0
1208,1994,0110763,The Pagemaster,1
1128,1994,0109127,Angels in the Outfield,1
1098,1994,0111503,True Lies,3
1535,1994,0109446,The Client,3
1571,1994,0109093,Amateur,3
1734,1994,0124829,Pat and Margaret,3
1755,1994,0110413,The Professional,3
1786,1994,0109198,Bad Girls,3
1788,1994,0109913,Go Fish,3
1826,1994,0110622,Naked Gun 33 1/3: The Final Insult,2
1850,1994,0109254,Beverly Hills Cop III,0
1914,1994,0110857,Police Academy: Mission to Moscow,1
1920,1994,0109707,Ed Wood,3
2121,1994,0111797,Eat Drink Man Woman,3
2209,1994,0110598,Muriel's Wedding,3
2210,1994,0110521,Mina Tannenbaum,3
2350,1994,0109504,Crooklyn,3
2535,1994,0111143,The Shadow,0
2852,1994,0110889,Priest,3
4326,1994,0110054,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,3
2972,1994,0109440,Fear City: A Family-Style Comedy,3
3004,1994,0109306,Blue Sky,3
3008,1994,0110171,J'ai pas sommeil,3
3044,1994,0111470,Trading Mom,3
3062,1994,0110074,The Hudsucker Proxy,1
3104,1994,0110308,The Last Seduction,1
3106,1994,0111800,Wing Chun,2
3133,1994,0109900,Giorgino,3
3162,1994,0109770,The Fantastic Four,1
3179,1994,0110091,I Like It Like That,3
3243,1994,0110678,No Escape,0
3331,1994,0109277,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),3
3431,1994,0110722,Oleanna,0
3501,1994,0109045,"The Adventures of Priscilla, Queen of the Desert",3
3522,1994,0111301,Street Fighter,3
3657,1994,0110524,Getting Any?,0
3788,1994,0111255,The Specialist,1
3820,1994,0109506,The Crow,3
3840,1994,0109484,"Corrina, Corrina",3
3973,1994,0111333,The Swan Princess,1
4056,1994,0109424,Chungking Express,1
4112,1994,0111001,The Road to Wellville,3
4421,1994,0110169,It's Pat,3
4515,1994,0111507,Three Colors: White,1
4602,1994,0111205,Sister My Sister,3
4618,1994,0111280,Star Trek Generations,3
4645,1994,0109275,Birds 2: Land's End,3
4697,1994,0110475,The Mask,1
4717,1994,0109791,Felidae,1
4841,1994,0110322,Legends of the Fall,3
4869,1994,0111549,Uncovered,3
4920,1994,0109327,Brainscan,1
4954,1994,0110932,Quiz Show,2
5078,1994,0109456,Color of Night,3
5189,1994,0109849,Frit&auml;nkaren,3
5206,1994,0113409,In the Mouth of Madness,1
5334,1994,0109144,A.P.E.X.,1
5341,1994,0109068,Airheads,1
5459,1994,0110632,Natural Born Killers,3
5738,1994,0109813,The Flintstones,3
5890,1994,0111751,Wrony,3
5909,1994,0110366,The Little Rascals,2
6029,1994,0111686,New Nightmare,3
6154,1994,0110958,See How They Fall,1
6451,1994,0109831,Four Weddings and a Funeral,3
6477,1994,0111127,Serial Mom,3
6981,1994,0109279,Black Beauty,3
7032,1994,0109699,Dias contados,3
7160,1994,0109520,D2: The Mighty Ducks,1
7211,1994,0109579,Death and the Maiden,0
7263,1994,0110099,I.Q.,0
7295,1994,0109644,Don't Drink the Water,1
7643,1994,0110167,It Could Happen to You,1
7933,1994,0111512,The Legend of Drunken Master,3
7935,1994,0110297,Lakota Woman: Siege at Wounded Knee,3
7972,1994,0110236,Kan du vissla Johanna?,0
8004,1994,0111033,Runaway Daughters,3
8446,1994,0111112,The Secret of Roan Inish,3
8460,1994,0111201,Sirens,3
8494,1994,3289712,Jenny's Wedding,3
8592,1994,5818818,Die gottliche Ordnung,3
8735,1994,0109066,Vive L'Amour,0
8990,1994,0110527,Miracle on 34th Street,3
9108,1994,0109444,Clear and Present Danger,0
9406,1994,0110657,The Next Karate Kid,3
9525,1994,0109798,Revenge of the Musketeers,3
9768,1994,0110490,Men of War,1
9772,1994,0110805,Pentathlon,0
9780,1994,0111520,Twilight Zone: Rod Serling's Lost Classics,2
9811,1994,0111640,Voll normaaal,1
9814,1994,0114129,Picture Bride,3
10077,1994,0110971,Renaissance Man,2
10178,1994,0111693,When a Man Loves a Woman,3
10672,1994,0111341,Satantango,2
10700,1994,0110955,The Ref,3
10901,1994,0109447,Clifford,3
54,1995,0114814,The Usual Suspects,1
69,1995,0114369,Se7en,1
87,1995,0114709,Toy Story,1
97,1995,0113243,Hackers,2
106,1995,0112642,Casper,3
110,1995,0114069,Outbreak,3
147,1995,0112864,Die Hard: With a Vengeance,1
163,1995,0112950,Empire Records,3
184,1995,0112508,Billy Madison,1
205,1995,0112573,Braveheart,2
207,1995,0114148,Pocahontas,3
267,1995,0114388,Sense and Sensibility,3
287,1995,0113824,Mimi wo sumaseba (Whisper of the Heart),3
294,1995,0112579,The Bridges of Madison County,3
489,1995,0113749,Mallrats,2
566,1995,0114436,Showgirls,3
569,1995,0114614,Tank Girl,3
637,1995,0112701,Cold Comfort Farm,3
640,1995,0113347,How to Make an American Quilt,3
659,1995,0113568,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),0
675,1995,0114558,Strange Days,3
749,1995,0112697,Clueless,3
897,1995,0114011,Now and Then,3
905,1995,0112679,Circle of Friends,3
947,1995,0114916,When Night is Falling,3
955,1995,0113855,Mortal Kombat,1
974,1995,0114906,Welcome to the Dollhouse,3
982,1995,0112379,Antonia's Line,3
986,1995,0113101,Four rooms,3
1024,1995,0112462,Batman Forever,1
1031,1995,0112453,Balto,2
1032,1995,0114924,While You Were Sleeping,3
1037,1995,0113277,Heat,2
1065,1995,0115491,Aladdin and the King of Thieves,1
1563,1995,0112130,Pride and Prejudice,3
1132,1995,0113117,French Kiss,2
1160,1995,0113198,A Goofy Movie,2
1433,1995,0113188,Gold Diggers: The Secret of Bear Mountain,3
1435,1995,0113670,A little princess,3
1643,1995,0114319,Sabrina,3
2060,1995,0112384,Apollo 13,3
2071,1995,0112571,Boys on the Side,3
2100,1995,0112722,Copycat,3
2163,1995,0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",3
2220,1995,0112641,Casino,2
2882,1995,0112792,Dangerous Minds,3
2303,1995,0114898,Waterworld,2
2366,1995,0114323,Safe,3
2394,1995,0109642,Dolores Claiborne,3
2422,1995,0112604,Butterfly Kiss,3
2573,1995,0109370,Canadian Bacon,1
2684,1995,0112288,The Addiction,3
2690,1995,0112651,The Celluloid Closet,3
2835,1995,0113326,Rumble in the Bronx (Hung fan kui),1
2864,1995,0114746,Twelve Monkeys,1
2914,1995,0113957,The Net,3
2931,1995,0113416,The Incredibly True Adventures of Two Girls in Love,3
3027,1995,0114395,Serving in Silence,3
3090,1995,0112435,The Baby-Sitters Club,3
3142,1995,0114117,Persuasion,3
3267,1995,0114108,The Pebble and the Penguin,2
3298,1995,0112913,Fallen Angels,1
3332,1995,0112513,"The Sailor Moon SuperS the Movie Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3
3370,1995,0113820,Mighty Morphin Power Rangers: The Movie,3
3684,1995,0112346,The American President,3
3801,1995,0113497,Jumanji,3
3877,1995,0113247,La Haine,0
4020,1995,0112471,Before Sunrise,0
4169,1995,0114508,Species,3
4247,1995,0114214,The Quick and the Dead,3
4640,1995,0112401,Assassins,1
4678,1995,0113725,Maborosi,3
4749,1995,0114787,Underground,1
4791,1995,0112040,The Langoliers,3
4902,1995,0112715,Congo,0
4904,1995,0113321,Home for the holidays,3
5084,1995,0112896,Dracula: Dead and Loving It,3
5199,1995,0235133,Ringu Kanzenban,1
5317,1995,0112857,Devil in a Blue Dress,1
5596,1995,0112682,The City of Lost Children,3
5655,1995,0142243,Dragon Ball Z: Wrath of the Dragon,2
5710,1995,0112281,Ace Ventura: When Nature Calls,0
5728,1995,0112870,Dilwale Dulhania Le Jayenge,3
5771,1995,0113540,Kids,3
5812,1995,0112819,Dead Presidents,3
5816,1995,0113071,First Knight,2
5823,1995,0113305,Higher Learning,3
6251,1995,0113189,GoldenEye,3
6544,1995,0114057,Othello,2
6625,1995,0112851,Desperado,1
6912,1995,0114095,Party Girl,3
7073,1995,0113918,Nadie hablara de nosotras cuando hayamos muerto,3
7364,1995,0112431,Babe,3
7388,1995,0112922,El dia de la bestia,3
7547,1995,0114852,Village of the Damned,3
7566,1995,0113221,Grim,3
7568,1995,0114689,Catnapped! The Movie,3
7651,1995,0113972,Nick of Time,3
7663,1995,0114671,Land and Freedom,1
7702,1995,0113083,La flor de mi secreto,3
7791,1995,0113118,Friday,2
7805,1995,0114694,Tommy Boy,3
7892,1995,0113492,Judge Dredd,3
8442,1995,0113737,Magic in the Water,1
8451,1995,0112818,Dead Man Walking,3
8526,1995,0112461,The Basketball Diaries,1
8539,1995,0114702,Total Eclipse,1
8919,1995,0111359,Tall Tale,1
8923,1995,0113627,Leaving Las Vegas,2
8930,1995,0110006,Heavyweights,0
9064,1995,0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,0
9104,1995,0114885,Waiting To Exhale,2
9230,1995,0113442,It Takes Two,1
9588,1995,0114287,Rob Roy,0
9958,1995,0121401,Indira,2
10039,1995,0110443,Major Payne,0
9991,1995,0112769,La c&eacute;r&eacute;monie,3
10069,1995,0112386,Les apprentis,1
10099,1995,0114736,True Crime,3
10179,1995,0112757,The Cure,1
10198,1995,0113862,Mr. Holland's Opus,3
10281,1995,0112442,Bad Boys,1
10697,1995,0113228,Grumpier Old Men,3
10715,1995,0112760,Cutthroat Island,1
10806,1995,0113114,Free Willy 2,3
10883,1995,0112740,Crimson Tide,0
10992,1995,0113362,Le hussard sur le toit,3
38,1996,0117500,The Rock,1
111,1996,0116684,Jane Eyre,3
129,1996,0117723,Spy Hard,1
137,1996,0117951,Trainspotting,2
182,1996,0115736,Bound,3
369,1996,0117008,Matilda,3
431,1996,0115759,Broken Arrow,0
435,1996,0117705,Space Jam,1
444,1996,0116629,Independence Day,3
445,1996,0117060,Mission: Impossible,1
448,1996,0116367,From Dusk Till Dawn,1
449,1996,0115798,The Cable Guy,1
525,1996,0117420,The Quest,0
535,1996,0116130,Down Periscope,0
649,1996,0117571,Scream,3
741,1996,0113649,Libertarias,3
760,1996,0116493,Harriet the Spy,3
881,1996,0116308,Fire,3
912,1996,0116313,The First Wives Club,3
970,1996,0116594,I Shot Andy Warhol,3
977,1996,0116418,Girls Town,3
981,1996,0116353,Foxfire,3
1010,1996,0116361,Freeway,3
1030,1996,0116136,DragonHeart,2
1062,1996,0116583,The Hunchback of Notre Dame,1
1340,1996,0116908,The Long Kiss Goodnight,3
1343,1996,0116931,Love and Other Catastrophes,3
1411,1996,0117589,Secrets &amp; Lies,3
1233,1996,0116477,Hamlet,1
1099,1996,0117477,Ridicule,1
1129,1996,0117110,Muppet Treasure Island,1
1156,1996,0115963,The Craft,3
1428,1996,0116225,Escape from L.A.,1
1569,1996,0116329,Fly Away Home,3
1172,1996,0115433,101 Dalmatians,3
1538,1996,0377683,Connie Gomper &amp; the Pack,0
